threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,highlight,res_id,js-response,threadview_response_body_link (2),threadview_response_body_link href (2),threadview_response_body_link (3),js-ng-setting href,js-response href
"垢版
|
0331 名無しどんぶらこ 2025/11/27(木) 22:47:47.00","ASKA、20年間受けてきた「盗聴」「盗撮」についての情報締め切り迫る（10月25日消印有効）
2025.10.22　https://hayabusa9.5c...mnewsplus/1761118675",https://hayabusa9.5ch.net/test/read.cgi/mnewsplus/1761118675,https://hayabusa9.5c...mnewsplus/1761118675,,ID:FG5v4JE10(2/8),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0332 名無しどんぶらこ 2025/11/27(木) 22:47:48.91",駄目で嫌な奴の典型,,,,ID:XPpbfCO50(3/4),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0333 名無しどんぶらこ 2025/11/27(木) 22:48:03.91","さすがに質問に対してそんなことよりはおかしいからな
使うやつは大抵都合悪いから話切り替えたい",,,,ID:wc+h3ESP0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0334 名無しどんぶらこ 2025/11/27(木) 22:48:06.00",">>325
大人しくすることも考えられないんだな
こういう議員はすぐ裏切りそう",,>>325,,ID:jyBZgS5P0(3/7),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0335 名無しどんぶらこ 2025/11/27(木) 22:48:20.60","解決するまでだぞ
献金裏金はずっといわれるぞｗ",,,,ID:uor1fb220(2/2),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0336 名無しどんぶらこ 2025/11/27(木) 22:48:22.42","政治に関するスタンスは完全に女版安倍だけど
（アホウヨがホルホルしてる対外国人規制政策なんか、単独過半数とった瞬間に全て「検討したが見送ることになりました」一択で更なる移民増だよ）
答弁能力は安倍の１００分の１",,,,ID:XB8HldUm0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0337 名無しどんぶらこ 2025/11/27(木) 22:49:05.73",">>314
安倍ちゃんは総理辞めてから「台湾有事は日本の有事」とか靖国行ったり
まあまあ中国をピキらすことをやってる",,>>314,,ID:JzS9ThB70(3/5),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0338 名無しどんぶらこ 2025/11/27(木) 22:49:22.44","話の接ぎ穂で「そんなことより」ってそりゃムカつくわ
おまえが言ってることなんかどうでも良いよってんだから
それはともかく、とか、それはそれとして、とか
言葉は選ばなきゃいけない

まぁ野田っつか立民の言ってることなんかどうでも良いけどね☆",,,,ID:iSSZ0O4H0,2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0339 名無しどんぶらこ 2025/11/27(木) 22:49:36.84",麻生の意見が聞きたい,,,,ID:AIM8m+Yo0(2/15),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0340 名無しどんぶらこ 2025/11/27(木) 22:49:46.80",失言だらけは総理としての資質に欠ける,,,,ID:GBK6E4X50,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0341 名無しどんぶらこ 2025/11/27(木) 22:49:53.75","付け火しても
付け火しても
青い総理
　
（バカヒ俳句）",,,,ID:YHr9LDf80,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0342 名無しどんぶらこ 2025/11/27(木) 22:50:08.76",批判ありきの立憲の質問なんて答えるだけ無駄だと思ってるのがつい出ちゃったか,,,,ID:KGjd7K1J0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0343 名無しどんぶらこ 2025/11/27(木) 22:50:08.90","木原の辞書堂々巡りじゃねえか！
というか釈明することが無理",,,,ID:EXj4YQwN0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0344 名無しどんぶらこ 2025/11/27(木) 22:50:12.09","野田「なんであなた方は犯罪をするのですか」
高市「そんなことより野球をやろうぜ」

もう入院した方がいいよ・・意思の疎通が取れてねえじゃん",,,,ID:+3V0pm1g0(4/17),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0345 名無しどんぶらこ 2025/11/27(木) 22:50:17.47",嫁にそんなことよりって言われたらキレるわ,,,,ID:uVg0s49T0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0346 名無しどんぶらこ 2025/11/27(木) 22:50:20.90",">>335
献金受けずに政治家なんてやれないから無駄話そのものだよ",,>>335,,ID:lgMyv5vh0(3/11),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0347 名無しどんぶらこ 2025/11/27(木) 22:50:22.53",">>338
普段の会話ではないんだから
国会の質疑でそんなことより
はないだろｗｗ

常軌を逸しているｗｗｗ",,>>338,,ID:4AIEXEZ80(6/10),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0348 名無しどんぶらこ 2025/11/27(木) 22:50:26.63","感じるのは今までの日中間の問題とは明らかに違うなってこと
米国も中国も日本なんて視野に入っていない
そんなゴミ国の高市が炎上商法",,,,ID:lPUW9qgT0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0349 名無しどんぶらこ 2025/11/27(木) 22:50:37.19","阿部総理の「意味のない質問だよ！」に近いようだけど
こっちはふつーの質問だからな",,,,ID:+pGVmRJY0(5/9),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0350 名無しどんぶらこ 2025/11/27(木) 22:50:45.22",">>338
国会の場で「そんなことより」と言った総理大臣は少なくとも戦後初ではなかろうか。",,>>338,,ID:AIM8m+Yo0(3/15),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0351 名無しどんぶらこ 2025/11/27(木) 22:51:20.07",反日ネトウヨどうすんだこれ,,,,ID:nG1ClLXD0,1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0352 名無しどんぶらこ 2025/11/27(木) 22:52:02.36",">>351
「そんなことより」って話題をそらすに決まっている",,>>351,,ID:AIM8m+Yo0(4/15),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0353 名無しどんぶらこ 2025/11/27(木) 22:52:19.18",">>309
安倍さんとは全然違う
https://i.imgur.com/W5haDu5.jpeg",https://i.imgur.com/W5haDu5.jpeg,>>309,,ID:EdQhYEE40(3/3),,https://i.imgur.com/W5haDu5.jpeg,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0354 名無しどんぶらこ 2025/11/27(木) 22:52:51.75",高市と野田て同じ塾出身で今度焼肉行こうやていう仲なんやろ,,,,ID:g1syYKbs0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0355 名無しどんぶらこ 2025/11/27(木) 22:52:59.80","原稿に書いてないことを口に出すとこれｗ

ホント無能でバカ",,,,ID:tIaVvalW0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0356 名無しどんぶらこ 2025/11/27(木) 22:53:18.27",">>352
ピロユキに近いよなｗｗ

高市は２チャンネラーだったのではないか",,>>352,,ID:4AIEXEZ80(7/10),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0357 名無しどんぶらこ 2025/11/27(木) 22:53:47.17",つまりこれも高市リスク,,,,ID:Z9yU9KUl0(8/8),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0358 名無しどんぶらこ 2025/11/27(木) 22:53:53.10",">>320
TPOが弁えられないってめんどくさいだけじゃ済まされないよ
無能な働き者みたいなのは怖い
身内に置いときたくないでしょ",,>>320,,ID:is7gRCG+0(6/7),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0359 名無しどんぶらこ 2025/11/27(木) 22:53:55.87",">>347
質問通告はされてるからな
あんたの質問なんか価値なしでわたしの言う事聞けと同義",,>>347,,ID:XPpbfCO50(4/4),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0360 名無しどんぶらこ 2025/11/27(木) 22:54:15.83","【超悲報】日本、朝鮮人に乗っ取られるwwwwwwwwwwwwwwwwww [308389511]
2025.1.1　https://greta.5ch.ne.../poverty/1735716514/

[ >>1 ]
>与党が朝鮮カルトなんだから当たり前じゃん

野党も、第二あべ党/アベトプロレス党だけでしょ（ミン酢/前原馳浩ハシゲ西村康稔泉房穂斎藤元彦維新/ベクレ裏金組/社共/立花東谷神谷百田新党も玉木糞党も含めて）",https://greta.5ch.net/test/read.cgi/poverty/1735716514/,https://greta.5ch.ne.../poverty/1735716514/,,ID:FG5v4JE10(3/8),,,,>>1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0361 名無しどんぶらこ 2025/11/27(木) 22:54:38.97","ヤフコメの反応見に行ったら記事消えてんじゃねえか
https://news.yahoo.c...52d9fcd5b37b494d1be7",https://news.yahoo.co.jp/articles/da3d5342d67c70e8ea4c52d9fcd5b37b494d1be7,https://news.yahoo.c...52d9fcd5b37b494d1be7,,ID:EEbI8voH0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0362 名無しどんぶらこ 2025/11/27(木) 22:54:55.74","外国人吉村橋下古市石丸神谷ベクレ立花元彦萩生田木原小池小野寺中谷石原舛添森山石破アベ鳩山泉安住そうかトーイツ朝鮮（同和）維新菅小泉河野玉木前原のお仲間
　↓

【動画】高市早苗「外国人による日本の土地購入は規制出来ませんｗｗｗごめんねｗｗｗ」
2025.4.17　greta.5ch.net/test/read.cgi/poverty/1744815859/

https://video.twimg....Ou9-0Gk4rAcqW7fa.mp4",https://video.twimg.com/amplify_video/1911422917042188289/vid/avc1/720x470/Ou9-0Gk4rAcqW7fa.mp4,https://video.twimg....Ou9-0Gk4rAcqW7fa.mp4,,ID:FG5v4JE10(4/8),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0363 名無しどんぶらこ 2025/11/27(木) 22:55:14.13","嫌儲民にも見放されたアベ菅高市(石破)小泉河野木原西村安住前原玉木萩生田石丸神谷宗幣ベクレ橋下古市吉村ひろゆき泉房穂ｹｹ中平蔵立花元彦
　↓

2025.3.5
斎藤元彦「県民局長は公用PCでわいせつ文章書いた！」記者「PCの中身見た？」斎藤「見てないし書いた文章も知らない」安倍越えたな
https://greta.5ch.ne.../poverty/1741165302/",https://greta.5ch.net/test/read.cgi/poverty/1741165302/,https://greta.5ch.ne.../poverty/1741165302/,,ID:FG5v4JE10(5/8),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0364 名無しどんぶらこ 2025/11/27(木) 22:55:20.30","土壇場でこれは怖い
安倍の判断は正しかったのに麻生ときたら…",,,,ID:jyBZgS5P0(4/7),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0365 名無しどんぶらこ 2025/11/27(木) 22:55:25.80","日本の報道ランキングがまた下がったみたいだね
メディアが政府のいいなりだとか",,,,ID:6YOemAuk0(3/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0366 名無しどんぶらこ 2025/11/27(木) 22:55:43.62",">>356
つか昔は2チャンネラーの玩具……じゃあなかった、アイドルだったんだよｗ
特にマス板あたりではｗｗｗ
片山さつきとならんでまさにプリンセスだったｗ
朝生とかは盛り上がったなあｗｗｗ",,>>356,,ID:rB++sN9I0(29/50),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0367 名無しどんぶらこ 2025/11/27(木) 22:55:46.69",">>337
アホな安倍ですら首相と1議員での発言は変えてたのにそれすら出来ずにネトウヨ丸出しなのが高市",,>>337,,ID:nkYseTVN0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0368 名無しどんぶらこ 2025/11/27(木) 22:56:11.14","ワイドショー見てた感想は
野田への返答「そんなことよりも」
玉木への返答「関所を越えましょう」
斉藤への返答　わすれた
神谷への返答「スパイ防止法考えてます」",,,,ID:jijQ5hZv0(1/2),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0369 名無しどんぶらこ 2025/11/27(木) 22:56:28.54","2025.10.4
【高市早苗新総裁】就任会見で「自公連立が基本中の基本です」 ★2
https://asahi.5ch.ne.../newsplus/1759578386

　 ↑
ただの親中派（親台親韓反日ニヤニヤ似非保守リアル左翼偽日本人嘘吐きサイコパス安倍鳩山菅じじ石破のコピー反米ヘラヘラ事大主義トカゲ婆ぁスパイ外人）じゃなきゃこんなこと言わないよな

（第二アベ党維新/ミン酢社共小池木原立花元彦泉房穂山本石丸神谷朝鮮外人参政党/百田新党/玉木糞党と連立でも同じだけど）",https://asahi.5ch.net/test/read.cgi/newsplus/1759578386,https://asahi.5ch.ne.../newsplus/1759578386,,ID:FG5v4JE10(6/8),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0370 名無しどんぶらこ 2025/11/27(木) 22:56:30.86",官房長官はケアマネかよ,,,,ID:DwfMac2J0(1/3),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0371 名無しどんぶらこ 2025/11/27(木) 22:56:50.44","普通に「そんなこと」としか思っていないという意味で間違ってないし
誤解するお前らが悪いという言い訳ほど印象を悪くする態度はない",,,,ID:GkQJfdST0,1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0372 名無しどんぶらこ 2025/11/27(木) 22:56:59.83",">>370
いや、介護ヘルパーだろｗ",,>>370,,ID:rB++sN9I0(30/50),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0373 名無しどんぶらこ 2025/11/27(木) 22:57:08.99","麻生ら古き悪しき自民重鎮からは「軽い神輿」としか思われてない自覚あるのかねこの人
能力は無いけど人気だけはあるから、一応フォローされてるだけって自覚持てよ。過半数とった後には用無しになる砂上の楼閣な総理の椅子だぞ
総務大臣とかやってた頃からすぐ感情的になるヒス性分なのはバレバレだったけど",,,,ID:J+GVxmuw0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0374 名無しどんぶらこ 2025/11/27(木) 22:57:19.04",">>1
この失言マシーン、完全に森元の再来だろｗｗｗｗ",,>>1,,ID:6ES1RWwZ0,2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0375 名無しどんぶらこ 2025/11/27(木) 22:57:33.53",バイザウェイ,,,,ID:3E1kwmGO0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0376 名無しどんぶらこ 2025/11/27(木) 22:57:38.13",そんなことより聞いてくれよ>>1よ,,>>1,,ID:RfFN+Xh40,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0377 名無しどんぶらこ 2025/11/27(木) 22:58:04.04",">>374
品のない鳩山",,>>374,,ID:wc+h3ESP0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0378 名無しどんぶらこ 2025/11/27(木) 22:58:06.59","ところで「心残り」もおかしくね？
辞めるのか？",,,,ID:+pGVmRJY0(6/9),2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0379 名無しどんぶらこ 2025/11/27(木) 22:58:12.90","官房長官の奥さんが前夫を殺人したという噂を聞いたことがあるんだけど本当？
嘘でも本当でもヤバクない？嘘ならちゃんと否定した方がいいと思う。",,,,ID:+3V0pm1g0(5/17),2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0380 名無しどんぶらこ 2025/11/27(木) 22:58:24.23","言い訳になってない
裏金ごまかして、悪事継続するため",,,,ID:H3F3H9Yw0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0381 名無しどんぶらこ 2025/11/27(木) 22:58:24.34",">>371
まあ、高市早苗は存在が間違ってるからな？ｗ
まさに生まれてきてごめんなさいって消えなきゃいけないレベルだｗ

つか、父無し子かよって思うわｗｗｗ",,>>371,,ID:rB++sN9I0(31/50),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0382 名無しどんぶらこ 2025/11/27(木) 22:58:34.60",助け舟出した相手にそんなことより,,,,ID:uBgXcyEZ0,1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0383 名無しどんぶらこ 2025/11/27(木) 22:58:52.88",谷口キャプテンのAAは？,,,,ID:aKjre1EA0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
